id,nome,email,telefone,endereco,cidade,estado,data_nascimento,valor_compra,categoria_produto,forma_pagamento,status_pedido,data_pedido
4679,Sr. Diego Marques,souzaanthony-gabriel@example.net,(021) 7877-7188,"Vereda Mariana Monteiro, 484
Minas Caixa
95428911 Peixoto / GO",Vargas,SC,1982-12-21,1374.37,Eletrônicos,Cartão de Crédito,Concluído,2025-03-07 15:53:12
4680,Arthur Gabriel Pastor,eduardo04@example.net,+55 51 5774 8647,"Alameda Davi Lucca Moreira, 51
Madre Gertrudes
65759444 da Rocha / PA",Barros,AC,2006-06-07,1281.18,Alimentos,PIX,Cancelado,2024-09-25 19:27:23
4681,Nicole Mendes,antony40@example.com,21 4225-9792,"Esplanada de Rios, 12
Vila Cemig
97490-851 Novaes Verde / TO",Camargo Grande,PE,1947-10-25,577.59,Móveis,Transferência,Concluído,2024-09-11 13:22:49
4682,Carolina Albuquerque,kaiqueguerra@example.com,(031) 8137 4384,"Aeroporto Moura, 28
Cenaculo
23183-325 Cirino do Amparo / MG",Nascimento dos Dourados,RO,1978-04-08,535.14,Livros,Boleto,Em Processamento,2025-03-06 11:55:11
4683,Arthur Miguel da Rosa,fernandanovais@example.net,+55 61 2797-7823,"Feira Fogaça, 45
Santa Tereza
71597-990 Albuquerque Alegre / MG",Monteiro,PE,1990-10-30,1887.01,Vestuário,Boleto,Concluído,2024-09-18 02:06:56
4684,Isabella Fonseca,aalbuquerque@example.org,+55 (061) 7596 9019,"Estação Aylla Albuquerque
Vila Do Pombal
35275721 Aparecida / AC",Pires Verde,AC,1952-08-22,631.63,Livros,Boleto,Concluído,2025-01-19 02:45:49
4685,Dr. João Andrade,caleb46@example.com,21 0424 6929,"Pátio de Albuquerque, 12
Vila Sesc
98113-825 Oliveira / RO",Vieira de Marques,MG,1947-09-02,1562.24,Móveis,PIX,Cancelado,2025-05-20 22:40:41
4686,Ravi Lucca Abreu,vgoncalves@example.com,+55 (021) 1162-6043,"Rua de Camargo, 86
Monte São José
98652-418 Viana / PB",Santos,MA,1991-10-26,816.59,Móveis,Cartão de Crédito,Entregue,2025-01-16 18:18:45
4687,Maya Porto,ravylopes@example.net,21 1719 3624,"Favela Arthur Nogueira, 44
Vila Jardim São José
15644937 Siqueira / MG",Mendes de Casa Grande,SC,1950-05-29,321.55,Eletrônicos,PIX,Entregue,2025-06-11 10:44:16
4688,Isabelly da Conceição,ssousa@example.net,+55 (084) 0929-8379,"Rua de Vieira, 26
Céu Azul
86183-098 Souza de Goiás / MT",da Paz,AP,1982-06-24,70.89,Eletrônicos,Cartão de Crédito,Cancelado,2024-11-04 20:24:17
4689,Luiz Miguel Rocha,antonycardoso@example.com,0300-428-9004,"Avenida de Rezende, 16
Santo Agostinho
65588-710 Costa das Flores / AM",Rocha de da Conceição,AC,1964-03-22,1111.3,Vestuário,Boleto,Cancelado,2025-06-13 17:06:16
4690,Calebe Cassiano,anna-liz65@example.org,+55 (051) 4994 7587,"Núcleo Vargas, 1
Alta Tensão 2ª Seção
97191297 Garcia Grande / CE",Rios Paulista,SE,1965-08-18,1952.77,Eletrônicos,Boleto,Cancelado,2025-01-04 02:23:35
4691,Vitória Peixoto,arthur-gabrielda-paz@example.com,(011) 7116-5780,"Colônia Alves, 522
Pilar
83169-459 da Paz de Rodrigues / SP",Novaes da Serra,GO,1962-10-20,769.82,Alimentos,Cartão de Crédito,Cancelado,2025-02-08 21:02:55
4692,Srta. Maria Alice Martins,mendesvalentina@example.com,+55 (081) 8863-7434,"Fazenda de Novaes, 1
Jaqueline
61745890 da Cunha / AL",Teixeira Verde,AL,1945-01-30,746.53,Vestuário,Boleto,Concluído,2024-09-12 03:34:59
4693,Arthur Carvalho,lauracasa-grande@example.com,+55 (071) 4188 5003,"Vale Igor Melo, 55
Vila Madre Gertrudes 4ª Seção
34271-706 Costa / PR",Martins,SP,1988-02-11,720.98,Alimentos,PIX,Concluído,2025-03-07 04:31:10
4694,Emilly da Rosa,agathacassiano@example.org,+55 61 8338-9057,"Ladeira de da Costa, 62
Mangabeiras
93101799 Aragão / PE",Silveira de Costa,CE,1978-09-15,1065.06,Eletrônicos,Cartão de Crédito,Entregue,2025-03-09 15:13:40
4695,Srta. Luna da Mota,guilhermepimenta@example.net,+55 81 6063 6541,"Lagoa Bianca Melo, 77
Álvaro Camargos
31213-621 Teixeira de da Costa / TO",Rezende de Goiás,RJ,1978-03-24,909.3,Vestuário,Boleto,Cancelado,2024-12-07 02:13:05
4696,Pedro Lucas Almeida,xmontenegro@example.net,61 9119-8105,"Sítio da Luz, 118
Eymard
67273578 Machado dos Dourados / MT",Cardoso,RN,1991-09-02,1765.83,Móveis,Transferência,Cancelado,2025-06-08 09:39:21
4697,João Felipe Alves,hadassa24@example.net,(011) 0481 8270,"Fazenda de Teixeira, 839
Vila Coqueiral
18266527 Siqueira / MT",Martins de Nascimento,MG,1982-03-27,1035.77,Livros,Boleto,Concluído,2024-07-21 13:20:03
4698,Enrico Freitas,maria-clara22@example.net,+55 (031) 9665 4864,"Colônia Enrico Costela, 87
Ademar Maldonado
87896817 Sá / RJ",Pimenta do Sul,CE,1954-08-31,1040.13,Móveis,Transferência,Cancelado,2024-10-19 22:30:11
4699,Ana Luiza Pires,santosbenicio@example.net,+55 61 5365 7238,"Conjunto Silveira, 62
Bernadete
86696541 Pastor / AP",Rodrigues,PA,1999-09-25,319.82,Alimentos,Boleto,Em Processamento,2025-03-08 11:03:51
4700,Luana Castro,joao-miguel74@example.net,21 9266 1899,"Setor José Pedro Machado, 922
Estrela
61815-182 Camargo / RJ",Costela,GO,1986-07-06,1966.34,Móveis,Transferência,Concluído,2025-02-08 22:12:10
4701,Diogo Pimenta,andradepedro-miguel@example.org,51 2840 7576,"Viela Mendes, 74
Lajedo
26288-610 Moreira / SE",Carvalho,RR,1985-10-26,537.45,Móveis,Boleto,Em Processamento,2024-10-11 10:21:09
4702,Pedro Castro,viniciuscamara@example.org,+55 (021) 2823 2035,"Esplanada Ferreira, 85
Grotinha
30080-285 Silva de Macedo / AC",da Conceição,RR,2006-11-26,193.06,Livros,Transferência,Concluído,2024-07-04 12:37:40
4703,Gustavo Duarte,hsales@example.org,+55 (011) 5277-8587,"Alameda Castro, 56
Itaipu
62405246 Andrade do Campo / TO",Santos,PI,1954-04-23,1343.14,Livros,Cartão de Crédito,Concluído,2024-10-17 04:54:08
4704,Allana Pastor,renansantos@example.com,+55 (011) 3073-5657,"Estação Lima, 55
Dom Bosco
39561-011 Câmara Verde / PI",da Mota da Prata,SP,1962-12-08,1210.96,Móveis,Cartão de Crédito,Concluído,2025-05-28 22:48:24
4705,Apollo da Paz,ucunha@example.com,71 0051 3666,"Viela Aragão, 16
Dom Cabral
66671192 Correia de da Paz / PR",Cirino,MG,1959-12-12,859.53,Livros,Transferência,Entregue,2024-12-12 04:42:33
4706,Liz Caldeira,henriquenovais@example.org,61 3193-3615,"Fazenda Allana Duarte, 16
Jardim Do Vale
76588336 Farias de Brito / GO",da Costa de Rocha,ES,1972-06-19,873.27,Móveis,Boleto,Entregue,2025-02-10 12:20:08
4707,Otto Fonseca,yaraujo@example.net,+55 84 3890-7686,"Núcleo Aragão, 651
Lorena
77046108 Fernandes / BA",Pinto das Pedras,AP,1955-12-27,1580.87,Vestuário,PIX,Concluído,2024-10-17 17:02:39
4708,Ana Clara Correia,claricefreitas@example.org,61 0484-6392,"Aeroporto Lima, 445
Santa Monica
80625814 Azevedo / SC",Rios,RN,1960-02-22,431.64,Móveis,PIX,Concluído,2024-09-13 06:03:31
4709,Sra. Maria Fernanda Novais,qramos@example.com,+55 (041) 2385 0396,"Alameda de Fogaça, 263
Conjunto Jatoba
71291558 Sá Grande / RN",Nascimento da Prata,AP,2001-04-06,1649.49,Eletrônicos,PIX,Concluído,2025-02-09 22:52:53
4710,Sr. Henry Nascimento,enascimento@example.com,+55 (081) 6456-8736,"Campo de Pereira
Chácara Leonina
89391315 Sá Alegre / PA",Correia,PI,1992-11-13,1315.06,Livros,PIX,Concluído,2024-09-20 13:45:21
4711,Noah Azevedo,sofiamonteiro@example.org,+55 31 0539 8277,"Pátio Nicolas Lima
São Luiz
17742-306 Jesus / AP",Machado,AC,1981-06-06,866.99,Livros,Transferência,Cancelado,2024-10-02 19:45:22
4712,Ana Clara Silveira,azevedobrenda@example.net,+55 11 6103 5896,"Via Costela, 45
Vila Satélite
44807155 Rodrigues das Pedras / AL",Duarte da Serra,RJ,1982-03-12,943.16,Alimentos,Cartão de Crédito,Cancelado,2024-08-03 12:33:19
4713,Rhavi Marques,guilhermeda-mota@example.net,84 6760-1222,"Colônia Azevedo, 52
Granja De Freitas
51674-217 Fonseca de da Costa / RO",Viana,PA,1978-10-24,550.46,Alimentos,Cartão de Crédito,Cancelado,2025-04-06 19:01:53
4714,Dra. Ana Sophia Mendonça,correiaalice@example.com,(071) 2294-8453,"Viaduto Dias, 98
São Jorge 3ª Seção
08920951 Brito da Prata / RS",Nogueira do Sul,PR,1986-07-09,1516.62,Eletrônicos,PIX,Entregue,2025-03-08 18:21:07
4715,Gustavo Rodrigues,almeidakamilly@example.org,+55 (084) 6029-1290,"Lagoa de Correia
Marilandia
55386-752 Albuquerque de Sousa / PE",Peixoto,TO,1964-02-09,1050.11,Livros,Cartão de Crédito,Em Processamento,2024-12-29 03:17:33
4716,Vicente Santos,caldeirahellena@example.com,+55 21 0606 3195,"Feira Julia Oliveira, 14
Novo Ouro Preto
28806-360 Sá de Monteiro / RN",Freitas de da Mota,RS,1951-07-21,675.67,Livros,Transferência,Concluído,2025-01-31 15:24:35
4717,Cecília Sales,da-pazcaleb@example.com,84 4795 3099,"Colônia de Sá
Lindéia
16716612 Peixoto / AC",Vasconcelos de Guerra,GO,1976-03-27,1212.3,Alimentos,PIX,Cancelado,2024-06-22 00:35:20
4718,Maria Sophia Pires,raulferreira@example.com,+55 71 0370 6625,"Esplanada Machado, 80
Salgado Filho
63480774 Montenegro de Souza / AC",da Rocha,RN,1958-02-25,1991.68,Alimentos,Transferência,Cancelado,2024-11-10 18:04:22
4719,João Miguel Montenegro,procha@example.org,+55 (021) 5471-8321,"Viela Aragão, 65
Centro
69692-468 Fonseca / RR",Pastor do Oeste,MT,1976-06-11,898.76,Móveis,Transferência,Cancelado,2024-07-03 03:04:09
4720,Renan Melo,emanuel55@example.com,+55 (021) 3827 9887,"Viela de Moraes
Varzea Da Palma
75004-438 da Costa das Pedras / AM",Machado do Oeste,MT,1991-02-08,1845.35,Livros,Boleto,Concluído,2025-01-08 10:08:48
4721,Sr. Gabriel da Luz,pedro-lucas81@example.net,(061) 1963 7503,"Parque Santos, 91
Acaiaca
53277-782 Barros da Prata / PI",Gomes de Pastor,ES,1973-11-29,722.78,Livros,Transferência,Concluído,2024-06-25 08:40:23
4722,Ravi Abreu,luiz-otavionascimento@example.org,(061) 6190 4347,"Avenida Caldeira, 23
Vila Oeste
26367-003 Oliveira / MS",Rocha,BA,1975-08-13,156.73,Móveis,Boleto,Em Processamento,2025-03-18 05:59:01
4723,Otto Martins,marcela81@example.org,+55 (041) 1122-5834,"Favela de Macedo, 11
São Gonçalo
39164397 Peixoto / DF",Rodrigues Paulista,AP,1950-08-23,448.27,Livros,PIX,Entregue,2024-09-25 05:26:21
4724,Luiza Machado,ninada-luz@example.net,+55 21 5248 4335,"Setor Viana, 51
Cardoso
25011-090 Guerra / MG",Barbosa de Novaes,MG,1983-07-05,866.46,Eletrônicos,Transferência,Em Processamento,2025-05-12 14:10:49
4725,João Miguel Caldeira,siqueiraana-luiza@example.org,0500-171-4706,"Lagoa Barros, 64
São Geraldo
06930-121 Freitas do Galho / AP",Pastor da Mata,AP,1990-11-16,478.29,Alimentos,Cartão de Crédito,Concluído,2025-03-18 12:10:54
4726,Maria Julia Ribeiro,cunhacaua@example.net,11 8967-3611,"Via da Cruz, 7
Monte Azul
47831-813 Porto / RN",Borges dos Dourados,RN,1952-12-19,50.44,Alimentos,PIX,Em Processamento,2025-02-12 15:33:55
4727,Arthur Gabriel Mendonça,rviana@example.net,+55 (081) 5377 0295,"Setor de Moraes
Vila Barragem Santa Lúcia
69259601 Costela / SC",Aragão,RO,1998-03-03,1834.25,Alimentos,Transferência,Cancelado,2024-06-25 00:15:10
4728,Asafe Oliveira,hadassa01@example.org,(011) 4845-0507,"Aeroporto da Costa, 17
Juliana
75222-525 da Cruz / PR",Aparecida Verde,RN,1949-06-25,1695.56,Vestuário,Transferência,Em Processamento,2024-12-23 18:46:11
4729,Ana Luiza Pastor,garciadavi-luiz@example.net,+55 (061) 9721-8133,"Estrada Felipe Fogaça, 7
Tres Marias
87634683 Vieira / CE",Nogueira da Prata,AP,1985-12-18,1497.47,Eletrônicos,Cartão de Crédito,Cancelado,2024-09-10 12:06:36
4730,Evelyn Barros,albuquerquebernardo@example.net,(041) 6059-3543,"Lago Yasmin da Cunha, 26
Vila Havaí
41682825 Albuquerque da Prata / TO",Mendes,SC,1952-06-26,377.24,Eletrônicos,Boleto,Em Processamento,2025-01-03 04:49:48
4731,Zoe Azevedo,fonsecavinicius@example.net,+55 11 9476 4263,"Morro de da Conceição, 3
Grajaú
04313450 Sales / RS",Camargo de Goiás,SE,1951-10-14,284.71,Móveis,Transferência,Cancelado,2025-02-15 07:04:32
4732,Mateus da Conceição,allanacorreia@example.org,+55 81 9289-3850,"Praça Aragão, 70
Califórnia
37364-614 Viana / SP",Vargas dos Dourados,MA,1954-02-04,181.83,Vestuário,Transferência,Em Processamento,2024-09-06 17:40:28
4733,Vinícius Dias,pietrafreitas@example.com,+55 61 7251 8431,"Estrada Mariane Alves, 99
Diamante
37739547 da Paz de Ramos / RJ",Sampaio,MG,1965-05-05,1461.86,Livros,Cartão de Crédito,Entregue,2024-10-31 03:29:14
4734,Maria Liz Rodrigues,ocosta@example.com,+55 51 0482 1647,"Lagoa de Pastor, 9
Palmares
32035140 Santos do Sul / RS",Camargo da Praia,AM,1972-02-16,1861.18,Eletrônicos,PIX,Em Processamento,2024-07-07 01:39:55
4735,Sra. Heloisa Cavalcante,camaraana-cecilia@example.net,84 5795-3183,"Setor Esther da Cunha, 801
Pedreira Padro Lopes
92671101 Santos / PI",Brito,PR,1955-09-07,889.54,Vestuário,Transferência,Concluído,2025-05-08 09:12:09
4736,Leandro Sousa,laragao@example.com,84 0001 0080,"Núcleo Larissa Peixoto, 80
Minas Brasil
28590610 da Mata / MT",Fogaça,SE,1987-11-05,282.32,Vestuário,Boleto,Concluído,2025-04-30 15:57:07
4737,João Lucas Duarte,cauaalves@example.com,+55 (021) 1143-3586,"Rua Cavalcante, 34
Europa
88354-758 Guerra / AM",Gonçalves dos Dourados,PE,1965-11-28,1049.17,Eletrônicos,Boleto,Cancelado,2024-11-05 01:09:21
4738,Srta. Sophie Vasconcelos,anna-lizpires@example.com,81 7712 5784,"Área Caleb da Rocha, 46
Baleia
96977072 da Mata de Cavalcante / RR",Borges,RJ,2000-11-11,730.22,Móveis,Cartão de Crédito,Concluído,2024-08-21 07:52:16
4739,Srta. Ana Sophia Pinto,gabriellycastro@example.com,(011) 5589 3493,"Vereda Câmara, 241
Cruzeiro
44181077 Lopes de Minas / AM",Alves do Campo,PB,1954-01-17,780.91,Vestuário,Boleto,Cancelado,2024-12-09 18:56:55
4740,Rafaela Abreu,bernardo86@example.com,0900 707 9202,"Campo Costela, 530
Beija Flor
54599-496 Pacheco / CE",Pires do Amparo,RR,1977-12-03,1261.59,Alimentos,Transferência,Entregue,2024-10-18 01:53:14
4741,Sr. Davi Lucas Alves,maria-juliada-costa@example.org,(011) 3447 2305,"Aeroporto Porto, 294
Bom Jesus
30175-602 Fernandes da Mata / RN",Souza de Goiás,DF,1970-10-14,1451.5,Vestuário,Boleto,Concluído,2025-06-15 10:29:30
4742,Mariane Camargo,benjamincamara@example.net,+55 61 3043 7059,"Trevo de Aparecida, 192
Petropolis
58376-335 Marques / ES",Dias da Mata,PI,1953-05-03,265.68,Livros,Transferência,Concluído,2024-12-21 17:52:57
4743,Sr. Anthony Gabriel Santos,rrodrigues@example.net,(081) 7446-8158,"Lagoa Murilo Cavalcante, 890
Flamengo
40822-851 Teixeira / RS",Aparecida,RR,1991-08-25,119.4,Eletrônicos,Cartão de Crédito,Cancelado,2024-10-09 19:44:30
4744,Luiz Gustavo Araújo,lucasnovaes@example.com,(031) 8571-7452,"Fazenda Moura, 20
Pousada Santo Antonio
92041-147 da Costa / PI",Barros,RR,1944-08-28,1988.94,Livros,Boleto,Entregue,2024-11-18 19:48:20
4745,Diogo Novais,vitor92@example.com,+55 71 7937-5337,"Trevo da Cunha, 46
Santa Terezinha
90733090 Pacheco de Castro / CE",Moraes,CE,1984-05-29,503.82,Móveis,Transferência,Entregue,2024-11-13 16:36:44
4746,João Gabriel Santos,jda-rosa@example.com,0900-313-7712,"Via de Dias, 94
Vila Nossa Senhora Do Rosário
55115-970 Martins / RJ",Aparecida da Mata,GO,1997-10-18,154.97,Alimentos,PIX,Em Processamento,2025-03-08 02:47:53
4747,Daniela Aragão,yazevedo@example.org,(081) 9033 8317,"Fazenda de Guerra, 69
Nova Pampulha
58843-719 Macedo / MS",Azevedo do Norte,PI,1983-03-25,420.26,Eletrônicos,Transferência,Cancelado,2025-01-05 09:26:52
4748,Dr. João Freitas,josuecunha@example.net,0800-779-3497,"Passarela Fogaça, 97
Vila Mangueiras
14998448 Dias / AP",Nogueira de Ribeiro,RS,1998-12-10,125.97,Vestuário,Transferência,Cancelado,2025-04-18 06:09:06
4749,Pietro Mendes,wda-cunha@example.com,81 2856 5333,"Ladeira Bryan Mendonça
Conjunto Califórnia I
76185095 Barros de Novaes / ES",Macedo Alegre,MA,1982-03-18,814.03,Alimentos,Cartão de Crédito,Entregue,2024-09-26 18:02:31
4750,Milena Ferreira,vitor-hugocardoso@example.net,51 4644 5972,"Estação de Correia, 51
Aeroporto
60421-425 Rios / CE",Moura,RS,1992-12-26,1614.68,Vestuário,Transferência,Cancelado,2024-07-14 07:18:21
4751,Sra. Pietra Novais,jesusmarcos-vinicius@example.net,+55 84 8013 8306,"Colônia da Mota, 52
Independência
65743740 Almeida / AM",Gomes,AP,1968-01-30,715.43,Móveis,Cartão de Crédito,Concluído,2025-04-07 05:14:46
4752,Ester Pacheco,luisaaparecida@example.com,0800 538 4127,"Vereda Rios, 99
Cardoso
66605-960 Novais / AP",Costela do Norte,AC,1995-02-28,916.16,Eletrônicos,Transferência,Concluído,2025-03-03 06:28:53
4753,Dr. Théo Carvalho,nascimentootavio@example.org,+55 31 4185 3973,"Lago de Sousa, 3
São João
65695666 Nunes da Serra / TO",da Cunha de Barbosa,PR,1960-07-03,1367.39,Móveis,Transferência,Concluído,2025-05-13 06:08:38
4754,Laís Fernandes,carvalhomaria-eduarda@example.com,+55 (081) 8586-1280,"Viela Paulo Oliveira, 42
Universo
82368723 Jesus de Novais / MA",Ribeiro,SC,1960-07-17,1042.34,Móveis,Transferência,Cancelado,2025-05-29 14:34:52
4755,Vitória Mendonça,barroscalebe@example.org,61 3470 6643,"Morro Dom Santos, 6
Jonas Veiga
20527113 da Rosa / CE",Viana de Ferreira,RN,1993-04-09,1729.82,Móveis,Cartão de Crédito,Em Processamento,2024-11-14 05:38:13
4756,Dra. Júlia Silveira,stellanogueira@example.org,+55 71 2103 8138,"Viela Farias, 584
Petropolis
17981-324 Fernandes Verde / PE",Castro da Serra,RO,1976-12-25,1738.77,Móveis,Transferência,Em Processamento,2025-06-10 15:29:03
4757,Sofia Ramos,da-cruznatalia@example.net,(021) 3872-1379,"Colônia Costa, 8
Nossa Senhora Da Conceição
90458-927 Nunes do Campo / MS",Gomes de Andrade,AC,1988-08-13,69.33,Vestuário,Cartão de Crédito,Entregue,2025-02-09 11:59:15
4758,Camila Moreira,camposcamila@example.com,+55 (061) 9218-9670,"Alameda da Conceição, 83
São Lucas
26998-414 Mendonça de Goiás / AM",Ferreira,RR,1992-07-22,1567.19,Livros,PIX,Cancelado,2024-06-29 10:48:02
4759,João Vitor Duarte,eloah52@example.net,0900 692 8767,"Setor Breno Lima, 32
Jardim Atlântico
97194-584 Gonçalves / PI",Moura,PE,1999-02-25,948.43,Vestuário,Cartão de Crédito,Entregue,2025-02-06 23:00:04
4760,Dra. Isabela Rezende,maria-juliada-mata@example.com,+55 81 8137 8671,"Colônia de Nogueira
Pongelupe
25900-772 Souza das Flores / RJ",Sá,RS,1990-05-26,1978.24,Alimentos,PIX,Cancelado,2025-01-19 14:35:21
4761,Kevin Cavalcanti,rezendemaria-cecilia@example.net,+55 (011) 3711 2226,"Praia de Nunes, 41
Aarão Reis
92903-715 Rios de Campos / PR",Martins de Ramos,GO,2001-11-08,992.3,Móveis,Cartão de Crédito,Em Processamento,2025-05-26 23:10:12
4762,Ana Clara da Mata,fonsecajoao-guilherme@example.com,41 0703-4616,"Alameda de da Rocha, 43
Vila Sumaré
19405-346 Peixoto / AC",Cassiano de Cavalcante,ES,1972-12-11,1974.45,Alimentos,Cartão de Crédito,Concluído,2025-01-14 14:09:40
4763,Vitor Hugo Nogueira,ramosvitoria@example.net,21 3377 8280,"Morro Marcela Pacheco, 65
Jardim Dos Comerciarios
01268-411 Farias Alegre / ES",Novaes,AL,1999-04-12,1521.41,Vestuário,Transferência,Cancelado,2024-07-07 19:53:23
4764,Srta. Sara Montenegro,luiza67@example.org,(084) 3203 1473,"Pátio de Machado, 585
Santa Branca
34721-000 Pastor Paulista / PE",da Paz,MT,1944-10-05,534.78,Móveis,Boleto,Em Processamento,2025-03-24 04:49:12
4765,João Vitor das Neves,andradedavi@example.net,(084) 8921 6352,"Favela de Lima
Vila Nova
82859-828 Montenegro do Campo / MG",Pires,PR,1952-09-16,1099.87,Vestuário,Boleto,Em Processamento,2024-10-08 08:35:59
4766,Brayan da Rocha,yago75@example.org,+55 (051) 3664-3902,"Vila Igor Mendonça, 326
Vila Aeroporto
83735-784 Dias / TO",Cunha de Goiás,SP,1964-01-23,1984.66,Móveis,Transferência,Em Processamento,2024-12-11 19:12:43
4767,Maya Lopes,franciscocastro@example.org,+55 (011) 1241 2289,"Feira de das Neves, 3
Maria Tereza
67265-175 Silva / PE",Moreira do Galho,RS,1976-12-18,1722.18,Vestuário,PIX,Concluído,2024-10-20 08:52:06
4768,Laís Moura,manuella60@example.com,+55 61 7590 0334,"Sítio Nicolas Ferreira, 8
Santa Helena
92944-044 Fernandes / RS",Montenegro do Norte,SE,1995-12-10,239.87,Eletrônicos,Transferência,Em Processamento,2024-08-25 00:26:50
4769,Emanuel Nascimento,joao-gabriel68@example.org,(071) 9923 7361,"Trevo Fernandes, 1
Conjunto Paulo Vi
92924-238 Azevedo do Galho / AL",Araújo,AP,1971-11-07,1427.43,Livros,Boleto,Entregue,2025-01-30 01:48:08
4770,Emilly da Conceição,joaquimpires@example.org,51 1993 1201,"Vale de Leão, 90
Jaqueline
61816696 Sales da Serra / MG",Fogaça de Lima,MT,1988-09-19,723.88,Livros,Cartão de Crédito,Em Processamento,2024-10-23 00:43:17
4771,Sr. Diego Gonçalves,mirellarios@example.net,21 8821-4574,"Vereda Oliver Costa, 20
Alta Tensão 2ª Seção
62166681 da Conceição das Flores / GO",da Rosa,DF,1981-01-08,63.62,Móveis,Transferência,Em Processamento,2025-06-09 04:33:52
4772,Nathan da Conceição,diasbernardo@example.org,+55 71 1254 4308,"Conjunto João Lucas Costa, 5
Túnel De Ibirité
02376-213 da Conceição / MA",Camargo,RS,1966-12-03,836.79,Eletrônicos,PIX,Cancelado,2025-05-23 14:24:55
4773,Augusto Sampaio,zazevedo@example.com,(071) 7846-9684,"Condomínio de Fernandes, 359
Nossa Senhora Aparecida
56512-766 Aragão / PB",Pimenta do Amparo,RO,1967-01-03,507.77,Alimentos,Transferência,Cancelado,2025-06-07 02:28:59
